cell,drug,true_ic50,predicted_ic50
ACH-000885,36314,-2.242871,-2.50339937210083
ACH-000885,4261,2.364178,2.6847121715545654
ACH-000885,11626560,3.004354,2.562835216522217
ACH-000885,118704762,5.5703,5.510624885559082
ACH-000885,216239,3.365229,2.610285758972168
ACH-000885,11364421,-1.338605,-0.7121099233627319
ACH-000885,46926973,5.029408,4.633727550506592
ACH-000885,60838,3.134951,2.3781163692474365
ACH-000885,5310940,1.560553,3.20265531539917
ACH-000885,117072552,4.422174,4.7811737060546875
ACH-000885,51000408,3.456153,3.4308528900146484
ACH-000885,25124816,4.308281,4.355199337005615
ACH-000885,59472121,1.855239,2.3106234073638916
ACH-000885,72200024,2.622788,2.8537142276763916
ACH-000885,42623951,5.703407,5.139476776123047
ACH-000885,49847690,-2.532766,-4.5896782875061035
ACH-000885,53469448,2.899051,3.295114040374756
ACH-000885,78243717,5.733119,5.433685302734375
ACH-000885,24753719,3.396147,3.438325881958008
ACH-000885,57519544,4.621078,4.149448394775391
ACH-000885,46943432,3.710945,2.8253183364868164
ACH-000885,9936746,1.532032,1.8735997676849365
ACH-000885,71268957,3.173025,2.9080910682678223
ACH-000885,60167849,5.012404,4.8330206871032715
ACH-000885,59473233,1.918805,2.5358214378356934
ACH-000885,44462758,2.888594,2.8324155807495117
ACH-000885,44631912,4.109501,3.885392665863037
ACH-000885,71299339,5.326332,4.466065883636475
ACH-000885,1018,5.758643,5.370224952697754
ACH-000885,52918385,1.841456,2.320892810821533
ACH-000885,11609586,4.439897,3.62859845161438
ACH-000885,42642645,0.764808,0.8337887525558472
ACH-000885,46907787,2.294252,2.4510040283203125
ACH-000885,71271629,4.215763,3.883791923522949
ACH-000885,56962337,1.811122,1.9335005283355713
ACH-000885,176870,1.704132,2.405810832977295
ACH-000885,9931953,3.580173,4.209420680999756
ACH-000885,24958200,3.137684,3.395998954772949
ACH-000885,24856436,-0.139587,-0.14338907599449158
ACH-000885,46926350,-3.62712,-3.171922206878662
ACH-000885,60750,0.18367,-0.9427518844604492
ACH-000885,387447,-5.847356,-5.3906073570251465
ACH-000885,2733526,4.897175,3.6300101280212402
ACH-000885,104741,3.604853,3.2483437061309814
ACH-000885,56962336,4.902451,5.427346706390381
ACH-000885,44632017,3.376823,2.3823814392089844
ACH-000885,9813758,3.459509,3.1579296588897705
ACH-000885,25099184,1.798983,1.3055684566497803
ACH-000885,51039095,4.245287,3.9441933631896973
ACH-000885,24821094,4.50343,4.402563095092773
ACH-000885,70983932,6.029147,5.768031120300293
ACH-000885,46236925,0.125296,-0.25151023268699646
ACH-000885,11655119,6.133199,5.539450645446777
ACH-000885,35397514,6.024755,4.704307556152344
ACH-000885,2802462,5.074773,4.891667366027832
ACH-000885,462382,-2.432797,-1.6299749612808228
ACH-000885,11707110,0.424173,0.7677304148674011
ACH-000885,5394,6.667938,6.453169822692871
ACH-000885,5460769,3.055269,2.1556735038757324
ACH-000885,49846579,4.366761,3.6922178268432617
ACH-000885,11228183,3.182042,3.377100706100464
ACH-000885,46843057,0.188998,0.6068212389945984
ACH-000885,56645356,3.993675,4.866768836975098
ACH-000885,78209992,2.707476,2.259674072265625
ACH-000885,54761306,1.085046,0.8619323968887329
ACH-000885,52913813,3.134498,2.035050868988037
ACH-000885,71496458,1.839792,1.121052622795105
ACH-000885,9933475,2.628755,1.8611202239990234
ACH-000885,24788740,1.624995,1.7073777914047241
ACH-000885,56941241,5.074827,5.278256416320801
ACH-000885,70676303,0.434708,0.025964349508285522
ACH-000885,68107965,5.445069,5.09753942489624
ACH-000885,91668541,3.851895,3.8510491847991943
ACH-000885,10385095,-0.122436,-0.366689532995224
ACH-000885,227681,4.578229,5.5456037521362305
ACH-000885,9825149,3.314683,3.0910797119140625
ACH-000885,46931953,3.038822,4.008206367492676
ACH-000885,68289010,2.642287,3.451566696166992
ACH-000885,992586,3.6742,3.626572847366333
ACH-000885,2984337,3.221936,3.7420592308044434
ACH-000885,11178236,-5.95957,-5.531612396240234
ACH-000885,71297207,4.768785,4.185243129730225
ACH-000885,104842,-2.512846,-2.1786282062530518
ACH-000885,25126798,4.928853,5.025014877319336
ACH-000885,11640390,6.312212,4.110373497009277
ACH-000885,41867,-1.259099,-1.2954983711242676
ACH-000885,2907,4.616771,5.415121078491211
ACH-000885,24360,-1.549413,-1.5515763759613037
ACH-000885,6710780,-2.931779,-3.5913593769073486
ACH-000885,84691,2.364378,2.3641602993011475
ACH-000885,6253,0.937466,0.5228080153465271
ACH-000885,148124,-4.109052,-4.607369422912598
ACH-000885,126941,2.605286,2.6662538051605225
ACH-000885,123631,4.091424,2.922501564025879
ACH-000885,24978538,2.651703,2.848656177520752
ACH-000885,5311,2.419786,1.8458055257797241
ACH-000885,644241,4.652567,3.823935031890869
ACH-000885,44182295,1.821727,2.388993263244629
ACH-000885,6918289,-1.56885,-0.467733770608902
ACH-000885,23725625,4.767592,4.468594551086426
ACH-000885,11960529,4.798523,5.326301574707031
ACH-000885,5328940,2.2392,1.5936415195465088
ACH-000885,216326,5.654135,5.669732570648193
ACH-000885,6450551,4.020065,3.6437554359436035
ACH-000885,11152667,-0.244262,-1.2859677076339722
ACH-000885,9943465,3.967917,3.7330574989318848
ACH-000997,126565,-1.11848,-0.5041913986206055
ACH-000997,176158,4.67609,5.04273796081543
ACH-000997,6505803,-0.696785,-0.3827761113643646
ACH-000997,5311497,-3.264306,-2.7067296504974365
ACH-000997,11667893,5.433019,5.848791599273682
ACH-000997,5278396,5.529545,4.919095993041992
ACH-000997,10184653,0.811624,1.145561695098877
ACH-000997,24776445,5.288087,5.301418781280518
ACH-000997,24180719,3.360969,3.7319746017456055
ACH-000997,11327430,1.329573,2.3740687370300293
ACH-000997,16720766,0.381096,0.03777399659156799
ACH-000997,11488320,3.5202,4.003951549530029
ACH-000997,156422,4.61504,5.2812981605529785
ACH-000997,11624601,4.811115,5.154483318328857
ACH-000997,51042438,0.977582,2.1309456825256348
ACH-000997,24737642,4.183584,5.19653844833374
ACH-000997,10384072,1.075017,1.7261561155319214
ACH-000997,11433190,4.998554,4.963531494140625
ACH-000997,208908,2.065466,2.4089341163635254
ACH-000997,1401,2.357232,3.0089690685272217
ACH-000997,9914412,2.431937,1.8498214483261108
ACH-000997,24771867,0.565316,0.8057501316070557
ACH-000997,56649450,2.006425,2.319326877593994
ACH-000997,46930998,2.234336,2.485595226287842
ACH-000997,5330286,2.537548,3.0904130935668945
ACH-000997,51001932,0.7921,1.1548612117767334
ACH-000997,57345410,6.334497,5.781386375427246
ACH-000997,11977753,-3.204319,-2.10394287109375
ACH-000997,17755052,0.226789,0.5552572011947632
ACH-000997,25262965,-1.13412,-0.16396555304527283
ACH-000997,9826528,1.126048,1.8593090772628784
ACH-000997,24866313,2.69271,2.700901985168457
ACH-000997,10127622,3.959101,3.8374433517456055
ACH-000997,9927531,4.53313,5.058504581451416
ACH-000997,2155128,3.525103,2.7649917602539062
ACH-000997,3899,4.644622,4.8146586418151855
ACH-000997,2314623,4.654536,5.361072540283203
ACH-000997,11404337,-0.439831,-0.6240208148956299
ACH-000997,9938202,5.236148,4.011739730834961
ACH-000997,25227847,4.825137,3.936321258544922
ACH-000997,46883536,4.755619,4.839521884918213
ACH-000997,3385,2.769194,3.2278144359588623
ACH-000997,68947304,5.318227,4.8044328689575195
ACH-000997,11634725,2.245572,2.77730131149292
ACH-000997,16224745,3.621051,3.0376572608947754
ACH-000997,3062316,0.744117,0.779242992401123
ACH-000997,36314,0.005405,-1.1078816652297974
ACH-000997,4261,2.35643,1.6876100301742554
ACH-000997,11626560,1.908836,2.0304317474365234
ACH-000997,118704762,5.495048,5.243237495422363
ACH-000997,216239,2.398746,2.695744037628174
ACH-000997,11364421,-0.528329,-0.25816044211387634
ACH-000997,46926973,4.565748,4.76723051071167
ACH-000997,60838,2.663017,2.773836612701416
ACH-000997,5310940,2.480543,3.0637803077697754
ACH-000997,117072552,4.303087,4.3324971199035645
ACH-000997,51000408,2.690166,3.675156593322754
ACH-000997,25124816,3.744196,4.131803035736084
ACH-000997,59472121,0.504231,2.7414286136627197
ACH-000997,72200024,1.489953,2.347550868988037
ACH-000997,42623951,4.683528,5.015534400939941
ACH-000997,49847690,4.218895,3.6024909019470215
ACH-000997,53469448,2.136051,3.19907546043396
ACH-000997,78243717,5.500068,5.381577491760254
ACH-000997,24753719,2.247602,3.077845573425293
ACH-000997,57519544,2.938518,3.8238320350646973
ACH-000997,46943432,2.109933,1.4088901281356812
ACH-000997,9936746,0.160507,-0.059988170862197876
ACH-000997,71268957,2.782426,2.579843521118164
ACH-000997,60167849,4.157917,4.769054412841797
ACH-000997,59473233,1.928342,2.53180193901062
ACH-000997,44462758,1.752568,1.8167415857315063
ACH-000997,44631912,3.753649,4.085692882537842
ACH-000997,71299339,3.116334,4.083998203277588
ACH-000997,1018,5.079733,5.231817722320557
ACH-000997,52918385,2.567112,2.723436117172241
ACH-000997,11609586,4.025909,4.275643348693848
ACH-000997,42642645,0.858681,0.4868465065956116
ACH-000997,46907787,0.054119,0.07928919792175293
ACH-000997,11455910,-0.498357,0.8496921062469482
ACH-000997,71271629,3.68735,3.509021043777466
ACH-000997,56962337,1.848337,1.9661353826522827
ACH-000997,176870,2.148255,2.5676097869873047
ACH-000997,9931953,4.9869,4.470561981201172
ACH-000997,24958200,3.160331,3.7557501792907715
ACH-000997,24856436,-0.296296,0.20389685034751892
ACH-000997,46926350,-3.338168,-3.108351230621338
ACH-000997,60750,-2.27438,-2.4739251136779785
ACH-000997,387447,-4.975359,-4.8779802322387695
ACH-000997,9858940,4.029988,3.9664571285247803
ACH-000997,2733526,2.905926,3.3087213039398193
ACH-000997,104741,2.728971,2.9610185623168945
ACH-000997,56962336,5.027084,5.4464335441589355
ACH-000997,44632017,0.668457,1.532547116279602
ACH-000997,6914657,-5.881746,-6.107300758361816
ACH-000997,9813758,2.087097,2.5098156929016113
ACH-000997,25099184,0.368547,0.9915198087692261
ACH-000997,51039095,2.349519,2.8544178009033203
ACH-000997,24821094,4.355991,4.547943115234375
ACH-000997,70983932,5.728738,5.687629699707031
ACH-000997,46236925,-1.920396,-1.356547236442566
ACH-000997,11655119,4.234086,5.3029561042785645
ACH-000997,35397514,4.849482,4.985972881317139
ACH-000997,2802462,4.684039,4.809350967407227
ACH-000997,462382,-1.628581,-1.4040063619613647
ACH-000997,11707110,0.352208,0.7763882875442505
ACH-000997,44462760,3.550519,3.964454412460327
ACH-000997,5394,6.991122,6.848518371582031
ACH-000997,5460769,2.71612,0.9483158588409424
ACH-000997,49846579,2.371132,3.3555514812469482
ACH-000997,11228183,3.198026,2.9807348251342773
ACH-000997,46843057,1.810862,2.27485990524292
ACH-000997,56645356,4.624144,4.9070963859558105
ACH-000997,78209992,2.777724,2.5884621143341064
ACH-000997,54761306,1.431614,1.7199403047561646
ACH-000997,52913813,3.457617,2.869117498397827
ACH-000997,71496458,1.532206,1.7213259935379028
ACH-000997,9933475,1.819467,1.4372079372406006
ACH-000997,24788740,2.875341,2.8409972190856934
ACH-000997,56941241,4.963052,5.2004218101501465
ACH-000997,70676303,-0.877188,0.09643977880477905
ACH-000997,68107965,4.68257,5.155594825744629
ACH-000997,91668541,4.505834,3.9922494888305664
ACH-000997,10385095,-0.40455,-0.08650580048561096
ACH-000997,227681,5.583675,5.55759334564209
ACH-000997,9825149,2.105754,1.803584337234497
ACH-000997,46931953,3.73364,3.7548277378082275
ACH-000997,68289010,2.44833,2.6817431449890137
ACH-000997,992586,2.287199,2.9971742630004883
ACH-000997,2984337,3.307243,3.686145305633545
ACH-000997,11178236,-3.06497,-3.1652534008026123
ACH-000997,71297207,3.841632,4.168625354766846
ACH-000997,104842,-3.742682,-1.900001883506775
ACH-000997,25126798,5.172136,4.783118724822998
ACH-000997,11640390,3.443067,3.3746702671051025
ACH-000997,41867,-0.885975,-0.9720680713653564
ACH-000997,2907,5.781656,5.530560493469238
ACH-000997,24360,-2.749054,-2.516660451889038
ACH-000997,6710780,-4.13824,-3.664133071899414
ACH-000997,84691,3.285207,3.0191264152526855
ACH-000997,6253,0.83869,0.9141697883605957
ACH-000997,148124,-4.194001,-4.396808624267578
ACH-000997,126941,-3.733821,-3.456362724304199
ACH-000997,123631,3.548531,3.1657023429870605
ACH-000997,24978538,2.113716,2.627462387084961
ACH-000997,5311,1.876421,1.3778717517852783
ACH-000997,644241,2.783063,3.525468349456787
ACH-000997,44182295,2.420116,2.397402286529541
ACH-000997,6918289,0.252692,1.3254444599151611
ACH-000997,23725625,4.823369,4.77659273147583
ACH-000997,11960529,6.084903,5.372540473937988
ACH-000997,5328940,1.409121,1.8539117574691772
ACH-000997,216326,4.663096,5.532775402069092
ACH-000997,6450551,2.805244,3.2068753242492676
ACH-000997,11152667,0.213225,-0.1954759657382965
ACH-000997,9943465,3.25844,3.4089365005493164
ACH-000401,126565,2.004467,-0.053451210260391235
ACH-000401,176158,5.578062,5.498589515686035
ACH-000401,6505803,-0.07655,0.8657548427581787
ACH-000401,5311497,-3.684348,-3.1498751640319824
ACH-000401,11667893,5.635587,5.599396705627441
ACH-000401,5278396,5.301733,5.3615264892578125
ACH-000401,300471,-0.323426,-0.059970706701278687
ACH-000401,10184653,3.128546,2.8462395668029785
ACH-000401,24776445,3.529974,4.8575520515441895
ACH-000401,24180719,-0.185403,-0.3451797664165497
ACH-000401,10077147,4.65682,4.001262187957764
ACH-000401,11327430,3.124182,3.6412787437438965
ACH-000401,10459196,4.212447,4.712594509124756
ACH-000401,16720766,2.880307,2.3494744300842285
ACH-000401,11488320,4.085778,4.283724784851074
ACH-000401,156422,2.405456,3.7657270431518555
ACH-000401,11624601,3.897163,4.577085018157959
ACH-000401,51042438,3.144159,2.4601147174835205
ACH-000401,24737642,3.92868,4.416724681854248
ACH-000401,10384072,2.532866,1.6598246097564697
ACH-000401,11433190,4.576694,4.701665878295898
ACH-000401,208908,2.772196,3.407661199569702
ACH-000401,1401,3.665627,4.078970432281494
ACH-000401,9914412,2.298156,2.326761245727539
ACH-000401,24771867,3.305225,3.920917510986328
ACH-000401,56649450,3.538805,3.026294231414795
ACH-000401,46930998,2.674935,2.904040575027466
ACH-000401,5330286,4.734654,3.983367919921875
ACH-000401,51001932,1.743282,2.5012753009796143
ACH-000401,57345410,5.37751,5.182330131530762
ACH-000401,11977753,-0.539967,-0.7619326114654541
ACH-000401,17755052,1.995215,2.210867404937744
ACH-000401,9826528,-3.526498,-4.417719841003418
ACH-000401,24866313,-1.425846,-1.3560131788253784
ACH-000401,10127622,-0.425733,-1.3648165464401245
ACH-000401,9927531,4.639995,4.950735092163086
ACH-000401,2155128,3.333367,2.98454213142395
ACH-000401,3899,7.021326,5.780634880065918
ACH-000401,2314623,5.064787,4.704113960266113
ACH-000401,9938202,4.436575,4.110291004180908
ACH-000401,25227847,4.488237,4.355071067810059
ACH-000401,46883536,4.020156,4.171523571014404
ACH-000401,3385,5.065749,4.3961310386657715
ACH-000401,68947304,4.455043,4.480744361877441
ACH-000401,11634725,-0.045635,0.09904244542121887
ACH-000401,16224745,0.785577,1.6623433828353882
ACH-000401,3062316,2.863927,3.7958436012268066
ACH-000401,36314,-2.613231,-3.0587456226348877
ACH-000401,4261,0.585237,1.2398452758789062
ACH-000401,11626560,2.873372,3.0400352478027344
ACH-000401,118704762,4.287704,3.6459171772003174
ACH-000401,216239,3.387269,2.729813814163208
ACH-000401,11364421,-1.218477,-1.3326666355133057
ACH-000401,46926973,5.635821,5.262276649475098
ACH-000401,60838,2.084188,2.5375967025756836
ACH-000401,5310940,5.635952,4.772471904754639
ACH-000401,117072552,4.949013,3.8733625411987305
ACH-000401,51000408,2.878142,2.589027166366577
ACH-000401,25124816,4.101363,4.93872594833374
ACH-000401,5494449,2.319815,2.3076136112213135
ACH-000401,59472121,2.293086,2.0029027462005615
ACH-000401,72200024,4.547913,4.012065887451172
ACH-000401,42623951,5.588518,5.085849761962891
ACH-000401,49847690,1.800768,2.0548863410949707
ACH-000401,53469448,3.736179,4.491393566131592
ACH-000401,78243717,5.597125,5.47654914855957
ACH-000401,24753719,3.617892,4.535330772399902
ACH-000401,57519544,5.361072,4.73220157623291
ACH-000401,46943432,3.654114,3.6296334266662598
ACH-000401,9936746,3.372823,3.4263927936553955
ACH-000401,71268957,1.860913,2.925889492034912
ACH-000401,60167849,4.376126,4.814981937408447
ACH-000401,59473233,2.937199,4.11685848236084
ACH-000401,44462758,3.458707,2.2634763717651367
ACH-000401,44631912,4.145049,4.3129191398620605
ACH-000401,71299339,5.064796,4.943533897399902
ACH-000401,1018,5.36248,5.434659481048584
ACH-000401,51371303,5.580514,4.297893047332764
ACH-000401,52918385,5.28091,4.701557159423828
ACH-000401,11609586,3.902797,3.742264986038208
ACH-000401,44137675,2.210572,3.1339921951293945
ACH-000401,42642645,0.746686,1.0917490720748901
ACH-000401,46907787,4.10172,3.3641417026519775
ACH-000401,71271629,4.956954,4.412369251251221
ACH-000401,54685215,2.634644,2.525078296661377
ACH-000401,9956119,3.236863,5.080935478210449
ACH-000401,56962337,2.253583,2.4026107788085938
ACH-000401,176870,3.192651,3.5247578620910645
ACH-000401,9931953,4.840197,4.724966526031494
ACH-000401,24958200,4.288293,4.542267799377441
ACH-000401,24856436,2.432572,1.2745254039764404
ACH-000401,46926350,-3.039663,-3.6691908836364746
ACH-000401,60750,-1.171953,-0.3405121862888336
ACH-000401,387447,-4.925687,-5.186915397644043
ACH-000401,16095342,5.546888,3.8701534271240234
ACH-000401,9858940,4.995796,4.975355625152588
ACH-000401,2733526,5.63064,5.121204376220703
ACH-000401,104741,3.328761,3.064373254776001
ACH-000401,56962336,4.971154,4.926816940307617
ACH-000401,44632017,2.487128,2.0019001960754395
ACH-000401,637858,2.373685,2.1496574878692627
ACH-000401,6914657,-3.543666,-2.8675718307495117
ACH-000401,9813758,3.247643,2.3117730617523193
ACH-000401,25099184,2.962466,2.7708094120025635
ACH-000401,51039095,3.471937,4.035841464996338
ACH-000401,24821094,3.664283,3.7111849784851074
ACH-000401,46236925,-0.151829,0.13209298253059387
ACH-000401,11655119,3.789311,4.2447662353515625
ACH-000401,35397514,5.474659,5.081038951873779
ACH-000401,2802462,4.602777,4.604935646057129
ACH-000401,462382,-1.188207,-1.57099449634552
ACH-000401,11707110,-4.847171,-5.153115272521973
ACH-000401,44462760,-2.187127,-3.817361354827881
ACH-000401,5394,5.980798,5.74893856048584
ACH-000401,49846579,2.754155,2.9400486946105957
ACH-000401,11228183,3.227983,3.2800421714782715
ACH-000401,46843057,2.328526,2.2831101417541504
ACH-000401,56645356,3.933122,4.653707504272461
ACH-000401,78209992,1.734284,2.4841651916503906
ACH-000401,54761306,1.111843,1.7055672407150269
ACH-000401,52913813,2.982357,3.167677879333496
ACH-000401,71496458,2.785002,2.2267508506774902
ACH-000401,9933475,2.483559,2.5486111640930176
ACH-000401,24788740,2.960444,3.161777973175049
ACH-000401,56941241,5.587729,5.483913421630859
ACH-000401,70676303,1.344698,1.4391952753067017
ACH-000401,68107965,5.430623,4.564178943634033
ACH-000401,91668541,4.827804,4.913542747497559
ACH-000401,10385095,0.56878,0.6379673480987549
ACH-000401,227681,5.635118,5.247002124786377
ACH-000401,9825149,2.182032,2.1891746520996094
ACH-000401,46931953,4.570326,4.968050956726074
ACH-000401,68289010,3.189093,3.118863105773926
ACH-000401,2984337,3.130361,4.065672874450684
ACH-000401,11178236,-4.193864,-4.1147003173828125
ACH-000401,71297207,3.530973,4.227168083190918
ACH-000401,104842,-1.994966,-1.9188846349716187
ACH-000401,2375,5.114119,4.537964820861816
ACH-000401,25126798,5.634532,5.485068321228027
ACH-000401,11640390,5.60364,5.162867546081543
ACH-000401,41867,-0.665891,-0.8268934488296509
ACH-000401,2907,5.514156,5.253908157348633
ACH-000401,24360,-2.111793,-2.1054489612579346
ACH-000401,148124,-3.554524,-4.024808883666992
ACH-000401,126941,2.358519,2.317774772644043
ACH-000401,444795,5.103857,4.646238327026367
ACH-000401,123631,3.393511,3.119774580001831
ACH-000401,24978538,2.551172,3.0632271766662598
ACH-000401,5311,1.93062,1.6956802606582642
ACH-000401,644241,1.947094,2.274709463119507
ACH-000401,44182295,-1.351997,-1.6492639780044556
ACH-000401,6918289,2.319488,2.1680710315704346
ACH-000401,23725625,4.490382,5.258346080780029
ACH-000401,11960529,5.550303,5.203953742980957
ACH-000401,5328940,3.889057,3.540776252746582
ACH-000401,216326,5.505102,5.3403215408325195
ACH-000401,6450551,4.980101,4.2139573097229
ACH-000401,11152667,-0.663884,-0.7878119945526123
ACH-000401,9943465,3.997561,3.9049696922302246
ACH-000888,126565,3.609439,3.1459362506866455
ACH-000888,176158,6.879471,6.627205848693848
ACH-000888,6505803,3.219092,2.406669855117798
ACH-000888,5311497,-1.904082,-0.6530628204345703
ACH-000888,11667893,7.420063,7.070671558380127
ACH-000888,5278396,6.473175,6.5945844650268555
ACH-000888,10184653,3.458241,3.4884488582611084
ACH-000888,24776445,6.298817,6.37416410446167
ACH-000888,24180719,5.540102,5.543229579925537
ACH-000888,11327430,5.049114,5.033054351806641
ACH-000888,16720766,3.231296,3.56904673576355
ACH-000888,11488320,5.030401,4.782460689544678
ACH-000888,156422,7.255133,6.564451217651367
ACH-000888,11624601,4.808599,6.546209335327148
ACH-000888,51042438,4.853769,5.05360221862793
ACH-000888,24737642,6.738388,6.4103217124938965
ACH-000888,10384072,3.17642,4.236137390136719
ACH-000888,11433190,6.638691,7.032633304595947
ACH-000888,208908,5.393839,5.419869422912598
ACH-000888,1401,6.070585,5.54749059677124
ACH-000888,9914412,6.301781,5.899021148681641
ACH-000888,24771867,3.802329,4.448776721954346
ACH-000888,56649450,4.932421,5.234050750732422
ACH-000888,46930998,5.126837,5.342041015625
ACH-000888,5330286,6.047136,6.173358917236328
ACH-000888,51001932,3.105799,3.0009827613830566
ACH-000888,57345410,7.207649,6.992448806762695
ACH-000888,11977753,-2.473441,-1.8729504346847534
ACH-000888,17755052,1.280849,1.2358894348144531
ACH-000888,25262965,0.316283,-0.309721976518631
ACH-000888,9826528,3.288385,3.3468399047851562
ACH-000888,24866313,5.531961,5.490138053894043
ACH-000888,10127622,6.110089,5.2109856605529785
ACH-000888,9927531,6.89634,6.540165424346924
ACH-000888,2155128,4.331598,4.292461395263672
ACH-000888,3899,6.486929,6.344089508056641
ACH-000888,2314623,6.796024,6.5132246017456055
ACH-000888,11404337,3.346071,3.4017739295959473
ACH-000888,9938202,6.310854,4.821196556091309
ACH-000888,25227847,6.796235,5.507699489593506
ACH-000888,46883536,6.305094,6.227146625518799
ACH-000888,3385,7.762684,6.729877948760986
ACH-000888,68947304,6.384398,6.62166690826416
ACH-000888,11634725,4.711178,4.921794891357422
ACH-000888,16224745,4.717258,5.461203575134277
ACH-000888,3062316,2.911925,1.859622597694397
ACH-000888,36314,0.674122,-1.0901224613189697
ACH-000888,4261,7.420063,5.938580513000488
ACH-000888,11626560,6.820332,5.987240791320801
ACH-000888,118704762,6.677428,6.611177921295166
ACH-000888,216239,3.612134,4.289258003234863
ACH-000888,11364421,3.982243,4.179640293121338
ACH-000888,46926973,5.758112,5.2914886474609375
ACH-000888,60838,6.71462,6.099114418029785
ACH-000888,5310940,6.354826,6.261590003967285
ACH-000888,117072552,6.0167,5.544005393981934
ACH-000888,51000408,5.419462,6.194692611694336
ACH-000888,25124816,5.263678,5.723570823669434
ACH-000888,59472121,6.543864,5.984907150268555
ACH-000888,72200024,6.7614,6.139925956726074
ACH-000888,42623951,6.533476,6.723025321960449
ACH-000888,49847690,4.502788,5.4222517013549805
ACH-000888,53469448,6.523442,5.60976505279541
ACH-000888,78243717,6.756429,6.610036373138428
ACH-000888,24753719,6.670092,6.392749309539795
ACH-000888,57519544,6.00374,5.7681427001953125
ACH-000888,46943432,5.803069,5.601672172546387
ACH-000888,9936746,4.417696,5.14609432220459
ACH-000888,71268957,3.614927,4.243146896362305
ACH-000888,60167849,5.950091,6.022998809814453
ACH-000888,59473233,2.637796,4.464417457580566
ACH-000888,44462758,4.116322,5.0124640464782715
ACH-000888,44631912,5.913595,5.752470970153809
ACH-000888,71299339,5.015413,5.736132621765137
ACH-000888,1018,7.025088,6.459735870361328
ACH-000888,52918385,7.084573,6.5741448402404785
ACH-000888,11609586,7.220156,5.980595588684082
ACH-000888,42642645,3.13737,3.560465097427368
ACH-000888,46907787,5.640815,5.601240158081055
ACH-000888,71271629,7.037243,5.746196746826172
ACH-000888,56962337,3.856189,3.297542095184326
ACH-000888,176870,4.379195,4.744086265563965
ACH-000888,9931953,6.652648,5.604347229003906
ACH-000888,24958200,6.563964,6.484667778015137
ACH-000888,24856436,2.00145,3.0284934043884277
ACH-000888,46926350,-0.680445,-0.2620945870876312
ACH-000888,60750,0.475966,3.150230884552002
ACH-000888,387447,-0.697855,-1.177740454673767
ACH-000888,2733526,4.850863,5.844691276550293
ACH-000888,104741,4.522012,4.4532270431518555
ACH-000888,56962336,6.431099,6.6197829246521
ACH-000888,44632017,3.886594,4.411522388458252
ACH-000888,9813758,4.965067,5.163670539855957
ACH-000888,25099184,3.727776,3.732119560241699
ACH-000888,51039095,4.19106,5.3886494636535645
ACH-000888,24821094,4.819299,5.250058174133301
ACH-000888,70983932,7.411415,7.03261137008667
ACH-000888,46236925,1.478283,1.489883542060852
ACH-000888,11655119,6.536971,6.496057510375977
ACH-000888,35397514,3.665331,4.914167404174805
ACH-000888,2802462,6.271985,6.0486741065979
ACH-000888,462382,1.362223,0.5325511693954468
ACH-000888,11707110,2.481015,2.616964340209961
ACH-000888,44462760,7.123358,6.377399444580078
ACH-000888,5394,8.305081,7.744169235229492
ACH-000888,5460769,6.034546,4.998898983001709
ACH-000888,49846579,2.954022,5.017971992492676
ACH-000888,11228183,3.969508,3.8999686241149902
ACH-000888,46843057,5.996949,4.869286060333252
ACH-000888,56645356,5.92788,6.153872489929199
ACH-000888,78209992,4.490499,4.044731140136719
ACH-000888,54761306,3.088976,3.5917434692382812
ACH-000888,52913813,3.68307,4.526115417480469
ACH-000888,71496458,3.708593,3.384803056716919
ACH-000888,9933475,3.63172,3.4996159076690674
ACH-000888,24788740,5.303221,5.520815849304199
ACH-000888,56941241,6.491852,6.455714225769043
ACH-000888,70676303,-1.16503,0.010877639055252075
ACH-000888,68107965,5.766193,6.230777740478516
ACH-000888,91668541,5.119186,6.185490608215332
ACH-000888,10385095,3.325647,3.0449161529541016
ACH-000888,227681,7.414381,6.896386623382568
ACH-000888,9825149,4.323253,5.210702896118164
ACH-000888,46931953,4.690507,6.614165306091309
ACH-000888,68289010,3.790714,4.289479732513428
ACH-000888,992586,4.078647,5.277085781097412
ACH-000888,2984337,5.188194,4.651082992553711
ACH-000888,11178236,-5.486485,-5.268390655517578
ACH-000888,71297207,5.496841,5.497535705566406
ACH-000888,104842,5.425635,5.298866271972656
ACH-000888,25126798,6.467714,6.47109842300415
ACH-000888,11640390,5.004225,5.7946624755859375
ACH-000888,41867,0.89438,1.4541759490966797
ACH-000888,2907,6.943721,6.626168251037598
ACH-000888,24360,-1.569089,0.014748960733413696
ACH-000888,6710780,-1.499995,-1.5166690349578857
ACH-000888,84691,6.67413,6.2179856300354
ACH-000888,6253,5.742597,5.224610328674316
ACH-000888,148124,-2.660418,-2.201368808746338
ACH-000888,126941,3.302566,0.8945751190185547
ACH-000888,123631,4.355905,4.756808280944824
ACH-000888,24978538,3.472978,4.005101680755615
ACH-000888,5311,5.387303,4.182075500488281
ACH-000888,644241,4.718896,5.473302364349365
ACH-000888,44182295,4.315668,3.97373628616333
ACH-000888,6918289,1.171673,1.1875790357589722
ACH-000888,23725625,6.641344,6.226975917816162
ACH-000888,11960529,7.068377,6.6649017333984375
ACH-000888,5328940,4.015889,4.074199199676514
ACH-000888,216326,7.420063,6.704360008239746
